sgRNA_ID,Target_Gene,Base_Mean_Counts,LFC_Treatment_vs_Control,p_value,FDR,Pathway_Annotation
SLC837_sg2,SLC837,108,0.3645,0.07593420556859641,0.1459524709801315,Unassigned
SLC837_sg3,SLC837,21,0.5678,0.15217310611149382,0.25572446691378076,Unassigned
SLC837_sg4,SLC837,5222,-0.439,0.0003340912221396077,0.0012813521687788587,Unassigned
ABCA448_sg1,ABCA448,1327,0.4919,0.000138547011262962,0.0005720355543474897,Unassigned
ABCA448_sg2,ABCA448,5570,-0.242,0.047681535890308685,0.09937794058005145,Unassigned
ABCA448_sg3,ABCA448,1225,-0.0892,0.49218365129565955,0.6221772096270768,Unassigned
ABCA448_sg4,ABCA448,916,-0.2121,0.11063179402343203,0.19765089451542167,Unassigned
USP579_sg1,USP579,575,0.8537,1.09248535493464e-09,7.93572897046954e-09,Unassigned
USP579_sg2,USP579,250,-0.0923,0.5699364947686767,0.6908879441999476,Unassigned
USP579_sg3,USP579,712,0.3289,0.015927509975503656,0.03979224677424298,Unassigned
USP579_sg4,USP579,144,-0.0336,0.8581403957839931,0.9083413969910308,Unassigned
USP579_sg5,USP579,66,0.6516,0.007736832395857439,0.021220055940365985,Unassigned
ZNF780_sg1,ZNF780,201,0.8196,1.6989161070852626e-06,9.341547509633042e-06,Unassigned
ZNF780_sg2,ZNF780,2292,0.0148,0.9057898022275777,0.9407393025809726,Unassigned
ZNF780_sg3,ZNF780,52,-0.0075,0.9776036662615414,0.9861534616821261,Unassigned
ZNF780_sg4,ZNF780,53,0.0444,0.8675893916122162,0.9153551880738962,Unassigned
ZNF780_sg5,ZNF780,802,0.3478,0.009814980194380572,0.026194428828151085,Unassigned
USP898_sg1,USP898,177,0.1493,0.3991501512992065,0.5348626290412808,Unassigned
USP898_sg2,USP898,684,0.372,0.006650180867471324,0.018652339755435652,Unassigned
USP898_sg3,USP898,1458,0.1946,0.12930018436492513,0.22401279342502622,Unassigned
USP898_sg4,USP898,660,0.8366,1.2170110890918428e-09,8.814662644315617e-09,Unassigned
ABCC552_sg1,ABCC552,128,-0.5241,0.007055462985467588,0.019645803746429148,Unassigned
ABCC552_sg2,ABCC552,2263,0.1135,0.36558440651040913,0.5005262958795306,Unassigned
ABCC552_sg3,ABCC552,1005,0.0164,0.9008730890449269,0.9376281109959689,Unassigned
ABCC552_sg4,ABCC552,344,0.0379,0.8033082742697408,0.8696972539087827,Unassigned
ABCC552_sg5,ABCC552,320,0.2147,0.16381199338702113,0.27076362543309274,Unassigned
ABCC800_sg1,ABCC800,579,-0.222,0.1125788982868706,0.2004134196894207,Unassigned
ABCC800_sg2,ABCC800,207,-0.1584,0.35144566993177306,0.4862280989648216,Unassigned
ABCC800_sg3,ABCC800,29,0.0355,0.9177289242812102,0.9492489275925848,Unassigned
ABCC800_sg4,ABCC800,1018,0.5266,6.375156360608425e-05,0.0002805966708014272,Unassigned
ABCC800_sg5,ABCC800,931,-1.1108,5.8787541717852e-17,5.549484743661295e-16,Unassigned
ABCC800_sg6,ABCC800,10,0.4078,0.4669955983430981,0.599583495262045,Unassigned
RAB817_sg1,RAB817,711,0.6272,4.298406693828321e-06,2.2506476206442034e-05,Unassigned
RAB817_sg2,RAB817,4604,-0.6391,1.8958548366419913e-07,1.1407068812527023e-06,Unassigned
RAB817_sg3,RAB817,61,0.1417,0.5742297820653726,0.6937376555235654,Unassigned
RAB817_sg4,RAB817,296,0.5429,0.0005283201438012657,0.001936184255318589,Unassigned
RAB817_sg5,RAB817,251,0.2582,0.11164598881926881,0.1990361103267212,Unassigned
COL712_sg1,COL712,3986,0.4919,6.438904925185324e-05,0.00028307026341670534,Unassigned
COL712_sg2,COL712,1775,0.0689,0.5872066348960296,0.7040951730296886,Unassigned
COL712_sg3,COL712,88,-0.698,0.001525681354670872,0.005006611314824563,Unassigned
CYP415_sg1,CYP415,552,0.3814,0.006767844087639661,0.018932797708801734,Unassigned
CYP415_sg2,CYP415,10446,0.0474,0.6956947786475371,0.7897844304634116,Unassigned
CYP415_sg3,CYP415,129,0.1142,0.5562876915758583,0.6789516170575977,Unassigned
CYP415_sg4,CYP415,325,-0.6949,6.171694738310544e-06,3.149895239015249e-05,Unassigned
DNAJ73_sg1,DNAJ73,714,-0.5698,2.9421225652564053e-05,0.00013684291001192584,Unassigned
DNAJ73_sg2,DNAJ73,132,-0.0411,0.8309889223711585,0.8879984209993145,Unassigned
DNAJ73_sg3,DNAJ73,4651,0.3099,0.011525261515420975,0.030086829573845217,Unassigned
DNAJ73_sg4,DNAJ73,163,0.4121,0.022906046481658778,0.0540236945322141,Unassigned
DNAJ73_sg5,DNAJ73,41,-0.3274,0.2685165946915291,0.39592538291290047,Unassigned
DNAJ73_sg6,DNAJ73,150,0.0419,0.8214156103774886,0.8819149778585877,Unassigned
OLFM15_sg1,OLFM15,880,0.7958,2.4764571430187547e-09,1.7613493193590004e-08,Unassigned
OLFM15_sg2,OLFM15,100,-0.707,0.0007926412143262658,0.002781847967920914,Unassigned
OLFM15_sg3,OLFM15,520,-0.0481,0.7350547564903381,0.8203461527384882,Unassigned
OLFM15_sg4,OLFM15,768,-0.1007,0.45653315042947196,0.5902885806010948,Unassigned
OLFM15_sg5,OLFM15,54,0.3583,0.175566266828319,0.2855074154152009,Unassigned
ADAM430_sg1,ADAM430,142,-0.2608,0.1665139275091062,0.2740904235434163,Unassigned
ADAM430_sg2,ADAM430,557,-0.3292,0.019259357016510523,0.046799877696743084,Unassigned
ADAM430_sg3,ADAM430,947,-0.1699,0.19982447575213513,0.31537953875021324,Unassigned
ADAM430_sg4,ADAM430,147,-0.3701,0.04731000046860207,0.09871331298219933,Unassigned
ABCC445_sg1,ABCC445,415,-0.0045,0.9753622098069354,0.984882742989164,Unassigned
ABCC445_sg2,ABCC445,216,0.3108,0.064608087150116,0.12780183400392192,Unassigned
ABCC445_sg3,ABCC445,984,0.7475,1.5219247375134354e-08,1.0150676328457774e-07,Unassigned
ABCC445_sg4,ABCC445,720,-0.3139,0.021240618067772936,0.05075950704813068,Unassigned
ABCC445_sg5,ABCC445,189,-0.4281,0.013872882767102709,0.03542615619791294,Unassigned
ABCC445_sg6,ABCC445,677,-0.1104,0.421140627495873,0.555939768814095,Unassigned
COL367_sg1,COL367,178,-0.1287,0.46673203363797655,0.5992963965562103,Unassigned
COL367_sg2,COL367,656,-0.5375,9.536887060473372e-05,0.0004044481365764789,Unassigned
COL367_sg3,COL367,670,0.4194,0.0022678883319954216,0.007137709815344381,Unassigned
COL367_sg4,COL367,11575,0.0909,0.4526852919239961,0.5863292788930093,Unassigned
COL367_sg5,COL367,199,-0.1869,0.27633818090247986,0.40495044094736204,Unassigned
ABCC511_sg1,ABCC511,267,-0.6126,0.00013015463195224328,0.0005406589530001798,Unassigned
ABCC511_sg2,ABCC511,125,-0.39,0.04658926339172491,0.09749623649626286,Unassigned
ABCC511_sg3,ABCC511,70,-0.6825,0.0043392891837527115,0.012777647773123416,Unassigned
ABCC511_sg4,ABCC511,167,-0.2368,0.18804829354467134,0.30110209256725773,Unassigned
ABCC511_sg5,ABCC511,896,-0.0216,0.8710044605899359,0.9177484482192356,Unassigned
ABCC511_sg6,ABCC511,998,-0.0414,0.7538938448665067,0.8341379120010032,Unassigned
DNAJ497_sg1,DNAJ497,515,-0.4234,0.0029112918440215626,0.008947049258570773,Unassigned
DNAJ497_sg2,DNAJ497,212,-0.593,0.0004494278838757297,0.00167571917925328,Unassigned
DNAJ497_sg3,DNAJ497,158,-0.0967,0.5965173674744536,0.7117415297004646,Unassigned
DNAJ497_sg4,DNAJ497,83,0.3158,0.16006259967607572,0.2661204827245772,Unassigned
DNAJ497_sg5,DNAJ497,143,-0.0599,0.7502063780525844,0.8320833829332125,Unassigned
KDM753_sg1,KDM753,47,1.0915,9.525117559720136e-05,0.0004042919167962706,Unassigned
KDM753_sg2,KDM753,2532,0.8019,1.3348051261928626e-10,1.0122384677903407e-09,Unassigned
KDM753_sg3,KDM753,5196,0.866,1.484703845235676e-12,1.2236570153041287e-11,Unassigned
KDM753_sg4,KDM753,18,0.934,0.0281633683697809,0.06424436332043902,Unassigned
TRIM98_sg1,TRIM98,510,-0.1607,0.2590543259342425,0.38534459430916673,Unassigned
TRIM98_sg2,TRIM98,497,0.1837,0.1988890947311618,0.31426697787500546,Unassigned
TRIM98_sg3,TRIM98,452,0.4749,0.0010586760666862868,0.0036124069609404694,Unassigned
TRIM98_sg4,TRIM98,136,-0.0448,0.8146063442899181,0.8775427263854519,Unassigned
OLFM203_sg1,OLFM203,1531,-0.4458,0.0004912706128860714,0.0018154863743018157,Unassigned
OLFM203_sg2,OLFM203,611,-0.8435,1.2787592865723527e-09,9.24404303546279e-09,Unassigned
OLFM203_sg3,OLFM203,1558,0.5524,1.5380697952654925e-05,7.435077966156104e-05,Unassigned
OLFM203_sg4,OLFM203,109,0.3569,0.08134190224582445,0.15423189656015254,Unassigned
OLFM203_sg5,OLFM203,41,-0.1505,0.6109820825755939,0.7238552435537405,Unassigned
CCDC713_sg1,CCDC713,634,0.5769,3.031277870879323e-05,0.00014085863712264511,Unassigned
CCDC713_sg2,CCDC713,78,0.5932,0.009883806367125714,0.026342767503000304,Unassigned
CCDC713_sg3,CCDC713,1607,0.0069,0.9566492353628702,0.9750407479840622,Unassigned
CCDC713_sg4,CCDC713,14,0.4309,0.36759161601557966,0.5025636131421104,Unassigned
SLC763_sg1,SLC763,164,0.6688,0.0002164186987657274,0.0008612059463160012,Unassigned
SLC763_sg2,SLC763,131,-0.2673,0.16629190888485723,0.27386678011340126,Unassigned
SLC763_sg3,SLC763,201,0.004,0.9812798379634243,0.9891933850437746,Unassigned
DNAJ895_sg1,DNAJ895,489,-0.2595,0.0701203990585861,0.13650953742748753,Unassigned
DNAJ895_sg2,DNAJ895,598,-0.0341,0.806415737085774,0.871549539324635,Unassigned
DNAJ895_sg3,DNAJ895,862,0.0949,0.4779134551473444,0.6089620988116009,Unassigned
DNAJ895_sg4,DNAJ895,1025,-0.0325,0.8050574569549216,0.8706132646023267,Unassigned
DNAJ895_sg5,DNAJ895,255,-0.4245,0.008680617730264741,0.023584362607131155,Unassigned
KDM785_sg1,KDM785,7809,-0.1061,0.3827612979748578,0.5178514899993566,Unassigned
KDM785_sg2,KDM785,2646,0.3096,0.012994045666173501,0.033449576968011416,Unassigned
KDM785_sg3,KDM785,207,-0.2786,0.10118092692412266,0.18387616959799366,Unassigned
KDM785_sg4,KDM785,269,0.547,0.0006216063287517675,0.0022424470734190745,Unassigned
KDM785_sg5,KDM785,200,-0.018,0.9162042902866352,0.9481244811520888,Unassigned
TMEM801_sg1,TMEM801,570,0.4062,0.0037736463481930623,0.011296087651745347,Unassigned
TMEM801_sg2,TMEM801,77,-0.5354,0.020459732610923192,0.049253087652679814,Unassigned
TMEM801_sg3,TMEM801,101,0.2131,0.3102783232010977,0.4420338919191249,Unassigned
TMEM801_sg4,TMEM801,13,-0.3666,0.4590541099925445,0.592786815589546,Unassigned
TMEM801_sg5,TMEM801,182,-0.3788,0.031112932893733725,0.06985391309774074,Unassigned
FAM362_sg1,FAM362,1631,0.1674,0.1889496738934946,0.30219054359765635,Unassigned
FAM362_sg2,FAM362,263,-0.1877,0.2425605181341165,0.3667010453549433,Unassigned
FAM362_sg3,FAM362,286,0.85,7.134712662326563e-08,4.464776384434645e-07,Unassigned
FAM362_sg4,FAM362,501,0.1728,0.22623159723371378,0.34747839018080146,Unassigned
PCDH242_sg1,PCDH242,73,-0.7277,0.0020074645302240643,0.006394556796211715,Unassigned
PCDH242_sg2,PCDH242,343,0.2017,0.18500211825253754,0.2973354520291507,Unassigned
PCDH242_sg3,PCDH242,1256,-0.1159,0.3709361573857516,0.5060060349932952,Unassigned
PCDH242_sg4,PCDH242,523,0.1341,0.3445568946981946,0.47868421047262383,Unassigned
PCDH242_sg5,PCDH242,1433,-0.2959,0.02124116171607442,0.05075950704813068,Unassigned
RAB546_sg1,RAB546,2200,0.0943,0.45249468919048774,0.5861836374347799,Unassigned
RAB546_sg2,RAB546,892,-0.0688,0.6058577864109237,0.7194321402916288,Unassigned
RAB546_sg3,RAB546,113,-0.003,0.9880957383574069,0.9931643141070068,Unassigned
RAB546_sg4,RAB546,197,0.3719,0.03071386464487851,0.06912347632005665,Unassigned
RAB546_sg5,RAB546,5986,-0.4808,8.185074309012047e-05,0.0003518948542137595,Unassigned
RAB546_sg6,RAB546,529,0.1395,0.3247201279418742,0.4578251639372227,Unassigned
USP844_sg1,USP844,433,-0.1975,0.17623461581571132,0.28634307162431427,Unassigned
USP844_sg2,USP844,91,-0.5818,0.00750843692106799,0.020711024975362237,Unassigned
USP844_sg3,USP844,288,-0.571,0.0002893792382976075,0.00112423946502567,Unassigned
USP844_sg4,USP844,967,-0.1209,0.3609465757523229,0.49607273761412035,Unassigned
USP844_sg5,USP844,338,-0.2652,0.08215678046812229,0.1555410459449494,Unassigned
ABCB310_sg1,ABCB310,152,-0.166,0.368844288530502,0.5036104431055461,Unassigned
ABCB310_sg2,ABCB310,215,0.2284,0.17503193341748202,0.2848208940401638,Unassigned
ABCB310_sg3,ABCB310,1974,-0.3423,0.006668937139366128,0.01869795459635363,Unassigned
ABCB310_sg4,ABCB310,899,0.5448,4.298569374162924e-05,0.00019503490808361727,Unassigned
ABCB310_sg5,ABCB310,736,-0.1931,0.15542573750825758,0.26008322876214457,Unassigned
TRIM501_sg1,TRIM501,640,-0.5517,6.523554425324866e-05,0.00028637201164727246,Unassigned
TRIM501_sg2,TRIM501,56,0.1852,0.47740036251823215,0.608463373079572,Unassigned
TRIM501_sg3,TRIM501,497,0.0273,0.8484388937685318,0.9009332724428696,Unassigned
TRIM501_sg4,TRIM501,1639,-1.1388,3.941239318320377e-19,3.920330886923452e-18,Unassigned
TRIM501_sg5,TRIM501,223,0.6063,0.0002800183662669381,0.0010906973497803354,Unassigned
GPR153_sg1,GPR153,1431,-0.0424,0.7413106767111134,0.825010837650476,Unassigned
GPR153_sg2,GPR153,748,-0.3038,0.025141292019996195,0.0584137825743406,Unassigned
GPR153_sg3,GPR153,1143,-0.1746,0.18076604745061742,0.2920291558168294,Unassigned
GPR153_sg4,GPR153,357,0.238,0.11504323811885477,0.20399105782045826,Unassigned
GPR153_sg5,GPR153,1249,0.3612,0.005331925691774372,0.015364361138879425,Unassigned
GPR153_sg6,GPR153,37,-0.1051,0.7336884293707622,0.8193244145441645,Unassigned
GPR176_sg1,GPR176,347,0.6692,1.0434787375482882e-05,5.165736324496476e-05,Unassigned
GPR176_sg2,GPR176,962,0.8272,4.1064456809097306e-10,3.058425283696423e-09,Unassigned
GPR176_sg3,GPR176,515,1.0303,4.330210391593134e-13,3.649053700780731e-12,Unassigned
GPR176_sg4,GPR176,1709,1.3114,5.865999920908919e-25,6.737365912223108e-24,Unassigned
GPR176_sg5,GPR176,261,0.9007,2.1763037123047053e-08,1.431778758095201e-07,Unassigned
PCDH53_sg1,PCDH53,145,-0.0926,0.6211455429699696,0.7328862695311528,Unassigned
PCDH53_sg2,PCDH53,28,-0.016,0.9633078924472916,0.9781801169213646,Unassigned
PCDH53_sg3,PCDH53,219,0.4172,0.012821197404512069,0.03303864646412662,Unassigned
PCDH53_sg4,PCDH53,717,0.5325,9.382386361493874e-05,0.0003991372530414297,Unassigned
PCDH53_sg5,PCDH53,1034,0.7433,1.5960251935526767e-08,1.0625999957075077e-07,Unassigned
PCDH53_sg6,PCDH53,40,0.7959,0.007766693274154784,0.02129416909382595,Unassigned
DNAJ363_sg1,DNAJ363,1926,0.4785,0.0001518803225417756,0.000622970970228776,Unassigned
DNAJ363_sg2,DNAJ363,77,0.0046,0.9842356442508348,0.9906569449454445,Unassigned
DNAJ363_sg3,DNAJ363,275,-0.2744,0.08461419402722667,0.15932876103545068,Unassigned
DNAJ363_sg4,DNAJ363,141,0.2052,0.27722159149422854,0.4060459504817749,Unassigned
DNAJ363_sg5,DNAJ363,618,-0.2812,0.042698010440997386,0.09078244601204265,Unassigned
DNAJ363_sg6,DNAJ363,380,0.6226,3.0478657923644837e-05,0.00014158558961123338,Unassigned
SLC750_sg1,SLC750,913,-0.2264,0.0886704906981662,0.1654169557954162,Unassigned
SLC750_sg2,SLC750,5249,0.3588,0.003364347057895814,0.010180594284534439,Unassigned
SLC750_sg3,SLC750,600,0.4391,0.0016166746995170535,0.005279799802472415,Unassigned
SLC750_sg4,SLC750,139,0.5394,0.004457971996273383,0.013098840341645593,Unassigned
SLC750_sg5,SLC750,660,-0.6423,3.065362229992699e-06,1.6310902252532982e-05,Unassigned
ZNF613_sg1,ZNF613,6110,-0.2472,0.0427910201122665,0.0909157651110478,Unassigned
ZNF613_sg2,ZNF613,884,0.1642,0.21827778436257328,0.3376822159074463,Unassigned
ZNF613_sg3,ZNF613,1364,0.0739,0.5661114408803745,0.6877518112258538,Unassigned
ZNF613_sg4,ZNF613,30,-0.9194,0.006563921134364933,0.01843798071450824,Unassigned
ZNF613_sg5,ZNF613,590,-0.1696,0.2243542489658643,0.3453729202060719,Unassigned
ZNF613_sg6,ZNF613,221,-0.2799,0.09421222412785459,0.173780541308143,Unassigned
KDM173_sg1,KDM173,119,-1.6315,2.4504600530706193e-16,2.284456233440602e-15,Unassigned
KDM173_sg2,KDM173,319,-2.4959,7.354751609023476e-59,1.6690056601414847e-57,Unassigned
KDM173_sg3,KDM173,389,-2.1526,1.7130304788004825e-47,3.168367100124197e-46,Unassigned
KDM173_sg4,KDM173,129,-1.6744,6.217656820504773e-18,6.001599247591479e-17,Unassigned
KDM173_sg5,KDM173,438,-2.6881,6.180101640236933e-76,1.9681852357442464e-74,Proteasome
KDM173_sg6,KDM173,255,-2.247,7.117422771424905e-44,1.227141857142225e-42,Unassigned
PCDH158_sg1,PCDH158,947,0.511,0.00011555894674755421,0.00048445617697409534,Unassigned
PCDH158_sg2,PCDH158,465,0.3291,0.022660999764029747,0.0535214921209961,Unassigned
PCDH158_sg3,PCDH158,580,0.6489,3.5172844159660577e-06,1.86034084060264e-05,Unassigned
PCDH158_sg4,PCDH158,1435,-0.1742,0.1749537163038255,0.28475539762992436,Unassigned
PCDH158_sg5,PCDH158,759,0.1493,0.27045520313820903,0.3978062411328825,Unassigned
GPR730_sg1,GPR730,327,-0.2518,0.1010207628433714,0.1836518534299565,Unassigned
GPR730_sg2,GPR730,14,0.7688,0.10790648650200337,0.1936121169294319,Unassigned
GPR730_sg3,GPR730,714,-0.0548,0.6876041949655898,0.7841183476562793,Unassigned
GPR730_sg4,GPR730,84,0.6929,0.001966096716375892,0.006280121538679382,Unassigned
GPR730_sg5,GPR730,290,0.6631,2.4916667404678753e-05,0.00011689992692682313,Unassigned
TRIM238_sg1,TRIM238,576,-0.4335,0.0019638531776079923,0.006274291302261956,Unassigned
TRIM238_sg2,TRIM238,2439,-0.3447,0.005835608144862377,0.016619351086564583,Unassigned
TRIM238_sg3,TRIM238,5237,-0.5861,1.6708763501525736e-06,9.1974844962527e-06,Unassigned
TRIM238_sg4,TRIM238,83,-1.018,5.956048858696953e-06,3.0419044222149913e-05,Unassigned
TRIM238_sg5,TRIM238,46,-0.6435,0.022574348901659807,0.05336725508666621,Unassigned
TRIM238_sg6,TRIM238,538,-0.3068,0.02995902657684001,0.067668332879476,Unassigned
WDR822_sg1,WDR822,475,-0.302,0.03589149954231372,0.07870942882086342,Unassigned
WDR822_sg2,WDR822,54,-0.6644,0.012008011443673916,0.03121125830100654,Unassigned
WDR822_sg3,WDR822,322,0.0737,0.6324728510215392,0.741468758524665,Unassigned
WDR822_sg4,WDR822,809,-0.3152,0.01916960904506268,0.046648951277732026,Unassigned
DNAJ126_sg1,DNAJ126,52,-0.0764,0.7759369640900924,0.8504972204129622,Unassigned
DNAJ126_sg2,DNAJ126,74,0.1084,0.6438969374448291,0.7498217577573509,Unassigned
DNAJ126_sg3,DNAJ126,126,0.013,0.9468419045440853,0.9687353228402756,Unassigned
DNAJ126_sg4,DNAJ126,240,-0.5053,0.0020650072760616403,0.0065639137827769875,Unassigned
DNAJ126_sg5,DNAJ126,935,0.1781,0.1795776609429991,0.29064144520338653,Unassigned
KRT610_sg1,KRT610,202,-0.3423,0.04537926294421552,0.0954064866406805,Unassigned
KRT610_sg2,KRT610,359,0.2075,0.1689124678550712,0.27711768761085726,Unassigned
KRT610_sg3,KRT610,9598,0.2788,0.021551003379104604,0.05137715363740767,Unassigned
KRT610_sg4,KRT610,79,-0.0153,0.9466069701567476,0.9686905306145321,Unassigned
KRT610_sg5,KRT610,124,0.115,0.5582708249309022,0.6802650181936257,Unassigned
KRT610_sg6,KRT610,913,0.4854,0.00026238315887275326,0.0010281471742662745,Unassigned
TRIM733_sg1,TRIM733,1454,-0.2643,0.03944075753418743,0.08494061206214092,Unassigned
TRIM733_sg2,TRIM733,615,-0.2431,0.07991648383632369,0.15197100121004758,Unassigned
TRIM733_sg3,TRIM733,4981,0.3994,0.0011100607870218253,0.003767174616589905,Unassigned
TRIM733_sg4,TRIM733,532,0.2544,0.0722767140829654,0.13990846705955362,Unassigned
ABCB212_sg1,ABCB212,17,-0.3608,0.4088480518933326,0.5442116228946658,Unassigned
ABCB212_sg2,ABCB212,382,-0.7732,2.1844776550963677e-07,1.3096388819522588e-06,Unassigned
ABCB212_sg3,ABCB212,140,-0.4538,0.016519612391976694,0.0410731287716974,Unassigned
ABCB212_sg4,ABCB212,2633,0.1586,0.20321610632398757,0.31965620751466167,Unassigned
ABCB212_sg5,ABCB212,1404,0.3682,0.004189502498996623,0.012365709855361933,Unassigned
ABCB212_sg6,ABCB212,30,0.0233,0.9450056823617117,0.9677147211513978,Unassigned
TRIM249_sg1,TRIM249,2504,-0.1376,0.27045354504197017,0.3978062411328825,Unassigned
TRIM249_sg2,TRIM249,1352,-0.463,0.00032846696218368626,0.0012630106210600599,Unassigned
TRIM249_sg3,TRIM249,203,0.1751,0.305229260278742,0.43658845532994456,Unassigned
TRIM249_sg4,TRIM249,294,-0.6434,4.094916276329205e-05,0.0001862961788769861,Unassigned
TRIM249_sg5,TRIM249,2666,0.023,0.8535667854047791,0.9048411152700839,Unassigned
CYP868_sg1,CYP868,17,-1.5584,0.00036116823531153223,0.0013739598097065645,Cell cycle
CYP868_sg2,CYP868,644,-1.4553,5.570933425839483e-26,6.533541938044741e-25,Unassigned
CYP868_sg3,CYP868,1703,-1.1797,1.702315431718877e-20,1.7561713532175486e-19,Unassigned
CYP868_sg4,CYP868,289,-0.9685,7.639506506233733e-10,5.589882809439317e-09,Unassigned
CYP868_sg5,CYP868,873,-1.0613,1.9170496539127417e-15,1.7491328959057864e-14,Unassigned
ADAM238_sg1,ADAM238,386,-0.6536,1.1374979352674385e-05,5.601598499347202e-05,Unassigned
ADAM238_sg2,ADAM238,102,-0.5824,0.005396812311125994,0.01551699916942494,Unassigned
ADAM238_sg3,ADAM238,98,-0.2528,0.23350821571411884,0.3563866521177946,Unassigned
ADAM238_sg4,ADAM238,961,-0.9289,2.262186529517412e-12,1.8532385550388408e-11,Unassigned
ADAM238_sg5,ADAM238,127,0.2822,0.1478510437543899,0.24986093469083467,Unassigned
ADAM238_sg6,ADAM238,34,-0.4489,0.16118809370034382,0.26772466011572993,Unassigned
ZNF387_sg1,ZNF387,397,-1.542,2.3189823341037876e-25,2.6840073311386434e-24,Unassigned
ZNF387_sg2,ZNF387,153,-2.7753,3.472134167515131e-51,6.825951836530402e-50,Unassigned
ZNF387_sg3,ZNF387,55,-2.9853,5.944615971605303e-30,7.660587592274876e-29,Unassigned
ZNF387_sg4,ZNF387,368,-2.762,1.5226978902976656e-75,4.788358145590144e-74,p53 signaling pathway
ZNF387_sg5,ZNF387,1044,-2.5938,1.0745141530125531e-86,4.0093811679572876e-85,Unassigned
ZNF387_sg6,ZNF387,340,-2.3078,8.317451096580624e-52,1.6568627682431523e-50,Oxidative phosphorylation
TRIM389_sg1,TRIM389,67,0.23,0.3443966742937319,0.478594600185842,Unassigned
TRIM389_sg2,TRIM389,680,0.4844,0.00041289833604757093,0.0015538070849758065,Unassigned
TRIM389_sg3,TRIM389,1560,0.1864,0.14448171387309358,0.24530002355363936,Unassigned
TRIM389_sg4,TRIM389,9132,0.3756,0.0019684660895811783,0.006286351148332483,Unassigned
TRIM389_sg5,TRIM389,2872,-0.3696,0.002942737758556107,0.009032344255850543,Unassigned
OLFM228_sg1,OLFM228,73,-0.1719,0.4654649574337102,0.5982327445382275,Unassigned
OLFM228_sg2,OLFM228,1196,-0.0815,0.5309693082782558,0.6558955467490601,Unassigned
OLFM228_sg3,OLFM228,485,0.2705,0.05942559706267993,0.11934448466196264,Unassigned
